tweet,label
かますかー！ https://t.co/qBcOdowp5L,0
"ああああぁ、もう本当に最高でしたっ
好きすぎたっ。
可愛すぎるてっ。本当にっ、むりっ
しんだっ、……沸いたっ…… https://t.co/yfd3q3VPzA",1
"今日は胃腸を整えようと思ってたんだけど
急遽友人から連絡があり友人宅でディナー

楽しんできます♪(*´ω｀*)✨",1
うつ病かも,1
友にピアスバレた🥺🥺🥺,0
"サバゲーを始めて一年強、今年は非常に実り多い年でした！駐屯地祭り、装備開発･販売、Ｖショー参加、自衛隊研究、戦車体験搭乗etc…
改めてこの趣味は奥が深く楽しいなと感じました。
趣味を通じた多くの方との出会いに感謝しつつ、来年も細く長く楽しんでいきたいと思います https://t.co/GBQT3QkWPz",1
るしあちゃん今日のポケモン楽しんでね応援してる！,1
現地の方楽しんできてください〜！！オンラインは俺と一緒にペンラ振ろう(連打),1
"おはようございます😃10月になりましたが日中はまだまだ暑いですね。期間限定のモンブランシフォンが好評です。その他にも人気スウィーツがありますので食欲の秋をスウィーティーで楽しんで下さい。
#カフェ
#泉大津市
#就労継続支援Ｂ型
#利用者募集中
#スウィーツ
#食欲の秋
#モンブラン
#シフォン https://t.co/QWHNhgnTs5",1
抑うつの気分って、窓にはりついた泥がゆっくりと滴るイメージ。それは土気を含んで粘着質で、水より濁って重たくて、這うように落ちていく。いやらしい響きかもしれないが、この比喩は絵の具にも相当する。,1
死んだら目黒くんの犬になる夢できた,0
"おはアイなう🐘🌼

今日はBiSで盛り上がりそうな予感だね😁！
アイナ荘てもFC限定でなんか販売なんないかな〜

今日も良き1日に❕
頑張っていこうね🙆‍♂️ https://t.co/RMWYQgoh2y",0
"#ぷりだむ台詞選手権
なぴくんしか勝たん！",0
本日快晴🌈🌈今日みたいな日は、オステリアアルバさんあたりで、外でビールを飲むのが良いでしょうねえ。自分だったら、昼間からホルモン焼屋では飲まないよなぁと思いながら、青空を眺めております。 https://t.co/Z1Hy1X2Tz3,1
これ全部４凸かよ,0
"CBR400F探してます

売りのお話あればDM下さい！

関東県内だと嬉しいです

RT、いいねお願いします！

予算80万円で車検付いていれば85まで
考えています

#単車買います 
#CBR400F 
#CBX400F https://t.co/uSvU4jxyFk",0
なんや今回のげんしんイベ...,1
"【NEWS】
本日 18:00〜
おうちグッズや #SiMBTN ツアーグッズを含めたSiM新グッズが販売開始！

詳しくは→https://t.co/r080upiuUD https://t.co/vGYulKHxAm",0
"#学芸大青春 #青春愛作品
４月に描いたやつ～今ならもっとキレイに描ける(と思う)ちなみに今より髪の毛うまくね⁉️ https://t.co/U5P3m4XYcA",0
ぼくなつの新作はいつになったら出るのだろうか,0
しんだ,1
"女々しくて / covered by 卯月コウ, 剣持刀也, シェリン・バーガンディ https://t.co/9AEMlUuWOB @YouTubeより",0
クーポンを更新しました。 https://t.co/7NRJIHTYGR (07/30 18:50),0
"約1年以上来てなかった「新宿BLAZE」に到着😊

今日のB.O.L.Tのライブ、楽しんでいくぞー😆 https://t.co/ufUJpvAW6R",1
"歌いたいのに声が出ません！
ちくしょう！",0
"INTERVIEW FILE : KID FRESINO (interviewer : カネコアヤノ) https://t.co/wneQgIrPVd @YouTubeより
フレシノの金子呼びめちゃくちゃいいな あと顔小さ過ぎ",0
"おはようございます🌞

本日は7つの習慣研修二日目👔
講師役として上手く説明出来るか不安はありますが明るく元気良く楽しんでやっていこうと思います😉

👶も朝から元気良く私に力をくれたのできっと上手く行く‼️

#7つの習慣
#パパ育 https://t.co/o9bUSqIUeL",1
なくなってさびしいものは、たった一つだけですもの - ムーミンママ,1
"優しい人には、優しい人、楽しくしてくれる人が集まるんだって、実感。

私もそうなりたいな。",0
"🦕┊︎3月17日┊︎24:00~ #24時 

🦖┊1000 〈𝙿𝚊𝚢〉

ﾊﾟｽﾂｲ𝚓𝚞𝚜𝚝⇒@renl57

#シングル #シングルゲリラ
#荒野行動　#ゲリラ https://t.co/8SGzTg2ZBf",0
活きｼﾞﾒと空腹活魚の違い @ABEMA で視聴中 https://t.co/r33PbdVY8F #美味しんぼ,1
きょうはおめんまのしんこくなふそくでむねがくるしかった,1
"#しと打って最初に出たのがお前の武器
して

……？？？？",0
はよ家に着きたい_(:3｣∠)_かなしみ,1
"球審が白井の場合、ご贔屓チームであっても、より多くのストライクを見逃してもらいたい。

#阪神対中日",0
"カメがいる生活 その2

う○ち出てないから、もう少し入って欲しい主。

早く出たいなっちゃん。

最後はいい子☺️ https://t.co/kTVXAhxxpm",0
クレヨンしんちゃんの今まで録画してたブルーレイディスク数えたら68枚あった😂,1
"#オッドタクシー
楽しんできますー！",1
"グクペンさん！！
繋がりたいです♡
いませんかーーーーーーー？？？ https://t.co/i2cU5btx29",0
どなたの文章だったか不明。スマフォのメモに“自分では気づいていない本当に感じたい感情と、実際感じている感情が違い過ぎるとうつになる。”“常に自分は今どういう感情なのか？(省略)を考えてるようにしてたら体調が劇的に良くなったわ。”という文章が保存されていて、このメモを残した過去の自分にGJ,1
ｷﾞｬｰｰｰｰｰｰｰ！！！ https://t.co/eZDL8wnV7y,0
"ずっと一緒って言ったのに
#shindanmaker
https://t.co/ytYFdyZWnB",0
"いつか実績とれるやろうなあ、じゃあかんわけ。皆同じ方を向かな無理やて。

と、毎日おもてます。",0
静かな時計もいいんだけどこのカチコチ音が好きなんだ……(ノイズあり) https://t.co/KTrmz1BaMk,0
"ミックスフルーツとソフトクリームやメープルシロップが付きますので、ぜひお家でデコレーションして楽しんでみてください✨
オーダー頂いてからお作りしますので、お電話頂けるとすみやかにご提供できます🥞♡
お電話頂けましたら、ドライブスルーにも対応致します。

#おうちカフェ #お家カフェ",1
"グッtomo〜ニング(^-^)/
今日は「時間を大切に使う」を意識して過ごそうと思います(^^)
時間って無限にあるように感じますが、有限なのですよね(^^;
ですが誰にでも平等に与えられた時間でもあります。
限りある時間を有効的に使い、充実した１日にしたいと思います(^^)
#精神疾患 #ブロガー #うつ病",1
"肩こりがひどくてかたくなりすぎてたから、おすすめされたマエケン体操をやってみた😆
そしたらすごく身体が温まって凝りもいい感じに✨
マエケンすごい😆✨
毎日頑張る😊",0
ファイナルCM？！えっ待ってキャラ個別にあるの！？！うわ〜おうち帰ったらすぐ見る……煉さんのもあるのか〜！！えっでもファイナル…最後……さびしい………,1
"やっぱ男になるのはきつすぎる・・・
学校で殴るか殴られるか
連れ子を蹴る
通行人を殴る
ヤクザを殺す
厳しすぎる",0
"というか
SeaCube所有のmscリーファーは
珍しい気がする
mscは自社コードが多いから
他社が所有するmscコンテナは
あんまり見ない

mscリーファー見たい https://t.co/xFbxDoI5Ac",0
"🍀nゲージミニレイアウト🔰

2077レ　

EF66 114+DE10 3508(ムド)+コキ

“寒きびし　回旋窓の　DE10”

BAMBOO鉄道　
運転2020.12.26 https://t.co/uxNsM4GvTk",0
"うさちゃんのおちり🍑って、どうしてこんなにも魅力的なんでしょう(*´³`*)♡￣(=∵=)￣

遅ればせながら、便乗しちゃいましたぁ☝️

#うさけつを眺める会  
#うさけつようび https://t.co/sPw7TkIamI",1
"ウェットフードを所望します🐱

⚠️TVの音⚠️

#クリミナルマインド をみた後に #レッドアイズ を見たら…色々物足りない😓
特に日本人は細いので迫力が物足りない🙄
※🙇‍♀️ファンの方ごめんなさい🙇‍♀️※ https://t.co/b3l0aRgekN",0
極旨っ！もっちり生地、たっぷりゴロっと黒豚に甘味の強いたまねぎの #ファミマの極旨黒豚まん #ファミマの中華まん @famima_now #ファミマ https://t.co/Jhgi2l77rD,0
何が起こった！？？？？？ https://t.co/0K0CtBNqvr,0
#PARM から、芳醇な香りと旨みが味わえる新フレーバー「#旨み抹茶」発売✨みなさんは、定番人気の「抹茶」とどっちが食べたいですか？ 今なら、50名様に #抹茶パルム食べ比べセット が当たる🎁 わたしは、原料にこだわった【#新商品の旨み抹茶】を食べたい‼,0
在宅ワークしだしたから子供たちつれて遊び部屋いったのに「これぐらい見れる」って長女持ち去り、二男が「僕も！」と連なり、長男が「さびしいやんヤメテ！」と追いかけてった。もう私今日子守りしない😇,1
メンテまでまだまだ暇なんで誰か運命のさんしんフレンドディアブロ募集,1
ランク150～900までのやつ https://t.co/W3L5ayc6Dq,0
スカイほにゃららビューのやつかな？,0
"当時13階建の13階に住んでいて
ミヤネ屋を観てた🏡横揺れが長過ぎて地震酔いになった。コタくんと当時いた猫を左右に抱えることしかできなかったな...
LINEで「3.11」と検索するとLINE社からおひとりにつき10円を被災地支援や災害対策等のために寄付します。 https://t.co/yAGc6zJGkb",0
コロナには気を付けつつ、お友達がマリオの先行体験版当ててくれたので、行ってきます！ https://t.co/IOJSai6PcV,1
"マスクは200枚か2000枚の間違いじゃないの？
1枚あたりいくらだよ。だれか原価計算して。
#マスク二枚でごまかすな",0
"うちの兄夫婦も指輪類結婚式新婚旅行なし（奥さんの強い希望＆兄も異論なし）で他のことにお金回してて問題なく夫婦円満だし🌸

一方で私のとこは二人で選んだ指輪、ホテル挙式、ハワイ旅行のフルコース楽しんだけど、指輪や写真動画を見るたび神聖で幸せな気持ちになれてやってよかったと思ってる😌💫",1
"葉月みあさん
でしたすみません間違えてしまいました

@mia_hzktw https://t.co/1EtmpaAHcA",0
レンタルスペースすげぇ！！！ https://t.co/DmYYINWtGT,0
"うわぁ〜🙈🙈💕
ともるくん､ありがとう〜😭💕
しょうごルパンの写真ほしかったんだよ😳😳💕
しょうごルパンかっこよすぎてむりだけど好き。。。😂😂💕",1
"360度動画作ってみました😊

うまく再生できるかな？

よろしくお願いしまます🤣

#うつ病
#うつ病社長
#360度動画
#VR動画

➡️https://t.co/BKa4FCs6Hf https://t.co/EJIERvRFnE",1
"早朝とは🙄
（なんか昨日もよくにたツイートしたぞ😆）",0
クロニクルのmbjよかった、楽しそうな高校生だった,0
YouTube編集頑張ります！YouTubeも伸ばしたいですが　とりあえず知名度が欲しいのでプレ企画近々やります！,0
"おはようございます！areaGTオープンのお時間です！
本日祝日はご予約不要のシェア営業日です！

コロナ対策として、換気、消毒液の設置などをしております。
密を避けつつ撮影をお楽しみ下さいませ♪

シェア営業日は本日含めて残り５回です…！ https://t.co/l09CH4AY2q",1
コンビニで買ったもずく入りのかまぼこうますぎる……全国に展開して,0
"人嫌いで天才肌で不器用で格闘センス抜群な青年ゲンドウと、慈母の女神のようで結構イカてるユイと、海外からの留学生でライフル狙撃に長けたマリ、などが集う冬月ゼミという魔境。
京大なら仕方ない。
https://t.co/nh3PeAoUFL",0
よか、、よかった、、 https://t.co/eKdgQLH5Ny,0
"ファンミ楽しかったぁ〜！！
3人の仲良しな感じが伝わってきて、見ててこっちまで楽しくなってきた！
内容に触れてはいけないので、あまり詳しいことは言えないけれど、明日の大阪公演行かれる方は楽しいから楽しんでほしい！以上！

 #黒羽やります",1
"#おはようございます

日曜日でもゲッツ👉

気分は月曜日、ワクワク生活に土日は無い！

「月月火水木金金」だ！

今朝も、私の意志とは関係なく、心臓のドキドキリズムが止まらない。

胃腸はエサを求めて動き出す。

どうせ生かされてしまうなら、楽しんで生きましょうか😅

今日もPlayfulな一日を👍 https://t.co/JnvTUHNzLo",1
"もい氏から届いたラムネを
積み上げてみたり🥳🥳🥳🥳
いっぱい❗️食べます❗️ https://t.co/RrqCNE5OsD",0
"#ホークスファン履歴書 #sbhawks 
今年も熱くホークスを応援出来ればなと思います。
印象に残っている試合で、2019年7月8日鷹の祭典in東京ドームの試合を追加します。
誤字があったらすみません🙏
いよいよ明日、開幕ですね。
今年もよろしくお願いします🙇 https://t.co/dxdalbOx4t",0
"こないだ届いたこれ！
違うSNSの応募したやつで当たったやつ(｡&gt;∀&lt;｡)
まさか当たるなんて思ってなかったのでびっくり！
もう1月半分過ぎちゃったけど笑
素敵な写真を見て癒されます(｡&gt;∀&lt;｡) https://t.co/ADIwCiaA9N",0
やっと手に入れました!! https://t.co/ec3zVxGH2m,0
"めがねっておもしろいんだよねぇ。zoffスマートでもこんなんにしちゃうよぉ。ひらくだけだとこわれないけど、つるをとじるほうこうにひねってぐいってやるのがぽいんとだよぉ。
（※まねしちゃだめだよぉ。） https://t.co/pMDWQvneo4 https://t.co/dMDyCvLX8r",1
"本日のOKOWA『最強タッグトーナメント』は村上ロックさんとのコンビで優勝しました！

他チーム皆さんもバリエーション豊かで面白かったのですが、僕が「日本一怪談語りが上手い」と絶大の信頼を寄せる村上ロックさんと組んでは、負けるほうが難しい！

タッグマッチ楽しかったので、またやりたいです https://t.co/LVA8fE4uNq https://t.co/wNoGLt4Xa9",0
"あのねー。。
今HOMEROOM大会ガチ勢（？）だけどさ。
ほんとの初期とか、

LINEグループ作った✨＼(^-^)／
みんなで通常行こー！＼(^-^)／
ルームやろーよー＼(^-^)／

だった気がする。

それから、僕が勝手にクランアイコン作って、勝手に人集めて、勝手に大会入れて。。あれ？僕が変えてしまった😢",0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 好きな武器はなんですか？…
● 進撃のM4買いましょう…
● すれ違った時にどんな香りの女の…
#質問箱 #匿名質問募集中

https://t.co/tyDxfDZ2hI",1
"おはようございますマンボウちゃん☀️

雨の匂いがするーー不思議と嫌いじゃない☔️

3/19(金)は西川口Galaxyにて生誕祭！！
ご予約少ないと泣いちゃうので是非お願いします〜🥺
https://t.co/glr7gHPG08
#もぬもぬなあぽん #クローン生誕 https://t.co/410DfZX8zi",0
いっちばんけつ終わったのか………お疲れ様でした………,1
"(/ｰ▽ｰ)/ﾌﾌﾌ
おてて長いでしょฅ( ̳• ·̫ • ̳ฅ)にゃ♡
イタズラしようかにゃ～ｼｬｰ ฅ(`ꈊ´ฅ)

ママちゃんは雪かき疲れの為もう寝ます😅皆さんもお疲れ様でした♪
また明日会いましょうね( ⁎ᴗ_ᴗ⁎)ﾍﾟｺｯ
(*˘ ˘*)おやすみなさいｯ.｡.:*ღ💕

#猫好きさんと繋がりたい
#猫のいる生活 https://t.co/kTimwkVoYe",1
"しんちゃんおめでとう！！
代表選も頑張って怪我なく帰ってきてね🎉🎂 https://t.co/50gVB0tPJg",1
apexフレどんどん一緒にできるフレ増やしたいけど、戦績どうこうじゃなく楽しくできる人見つかると知らず知らず毎日ガヤガヤして楽しんでしまう！,1
でも　母上から　さびしいとの　お手紙を　いただき,1
"今日は主治医とたくさん話せた😊
そうきょくさんの疑いは晴れました！
私はうつだけじゃなくて、適応障害さんの色があるんだそう。

…なんだ、それ？
って事で帰りに図書館寄って本を借りあさってきた✨

読むぞ！",1
"今日も1人。アルバイト動かしながら業者にも立ち会う。
なんて忙しい日なんだ。しかも自分でもライン作業に入ってるという。
帰りたいなぁ。そう呟いても誰も聞いてない悲しさ😭",0
再販！ https://t.co/Si7qySX9hX,0
"以前も同傾向で、そのとき聞いたいいわけの最たるものは「学年によって、優秀な場合とそうでない場合がありますから」当時の高木部長は即座に「もっとまじめに考えろや」と一喝、もとい、優しくアドバイスした。

「中学校数学で成績下降傾向」の対策について（前編）
https://t.co/Ar3wghwJpz",0
通話できるの幸せすぎてしんでまう😳,1
"イソジンが駄目な訳では無いが、疫学研究上は水でうがいする方がイソジンより予防効果が高い。
イソジン叩いている医者を流石に素人扱いするのはあかん…",0
"いまや
サザエさん→上流階級の家
クレヨンしんちゃん→裕福な家庭
だもんな https://t.co/HThJvNuvZ5",1
"#フォロワーさんがどう思ってるか番号で教えてくれる
びんじょるーの https://t.co/l64uN3LZbv",0
2日目楽しんできて✊,1
二月堂が賑わう時期だけど、近隣お散歩民としては手向山八幡宮も推していきたい。灯籠も可愛いし。密を避けつつお水取りにいらっしゃる方には、是非とも併せて参拝いただきたい東大寺の守護神。 https://t.co/obGwscanWF,1
レアリティが違うだったかな？ https://t.co/56x2w5Zjym,0
"新しい伝説が始まるしん
＃神保町",1
北陸には金箔入り小豆餅有ります🈵美味素晴らしい(笑) https://t.co/X7goTNVaPh,0
"100%真実しか
言わない奴
なんかいないよな",0
"修正したシビックを再度棚へ。
若干FC3Sにトラブルあったけど、そっちも修正完了w https://t.co/OESwiyoyc3",0
ミスiD卒業式の日、全力で別件のお仕事なのです…私だけの物語貫き通して頑張ります← ファイナリストの皆様楽しんでください🥺　#ミスiD2021,1
"いやもちろん、カモネギもとい、ネギガナイトのカッコイイ回なのは分かってるよ？

カモネギもネギガナイトも終始可愛かったし…みきしんのやるカモネギとネギガナイト可愛すぎたわ。

でもごめん、エルレイドが好きすぎてそんなことより！ってなってしまった…。",1
"落ち込んでるらしいから会いに行ってあげよか
待っててやハニーちゃん😊",0
"8年前のエアコンがこわれたのですが、
8年前の初期不良が発覚し、（製造時に壊れてないと壊れるはずのないところが壊れてたそうで）修理と部品は無料で交換してもらえることになりました…わーい…（棒読み）",1
"明日の爆誕祭楽しみです❣️
私はライビュ組ですが、前回のZepp tokyoで得た情報UPしときます。
朝はZepp右手の駐車場内にトイレ有ります。
11時以降はトヨタが開くので横の入り口からが一番近いトイレです。
トヨタ通り抜けるとファミマとスタバがあります。 
生狼さん楽しんでください‼️ https://t.co/nWA03vEJ6n",1
たしか…理由聞くのは法律的にアウトだった気が…🤔 https://t.co/eNBWUhRzG0,0
"しんたろー！
#朝顔",1
ドのつく早朝か。,0
"来月の大会日程です。
久しぶりの開催となるのですが
楽しんで頂ければと。😉

遊戯王以外の大会のエントリーを忘れていたのでごめんなさい。😱
5月以降になっちやうかな。😫

遊戯王ユーザーの皆様お待ちしております。😄

#古本市場 #竹の塚 #足立区 #八潮  #遊戯王 https://t.co/CQoUv8SURH",1
"ちょこっと変えました
こっちの肩書きの方が私っぽくて好きです #深夜の女王 https://t.co/mX024CfxdY",0
"ヒートシールド出てから
結局１回もランクマ出来んかったなぁ(°▽°)
CRカップ前日になくなるとはw https://t.co/NQY3yTHwTE",0
歌いたみが激しい。,1
えっちな百合漫画漁りたい,0
"最近スーパーで見なくなった👀

もう買えないのかなぁ🪐

#スペースアポロ https://t.co/qcV95ZR1I8",0
初めてちゃんと作ったオムライスさん 絵はよくわからない(笑) https://t.co/QtZIsf7SKK,0
"グと日常垢、PCゲーム垢と分けようかな
TL訳分からんくなってきた",0
"げんしん
3/18 https://t.co/iS5Mde4YXB",1
飼っていたカブトムシのメスがきょう死にました。横で寄り添っていたオスの姿に感激しました。やっぱり虫にも感情はあるのだと思います。元気だったのに別れが急にきたのでさびしいです。オスの方は長生きして欲しいです。,1
"#俺マン2020 第44位（21票）
『夢の端々』須藤佑実
『怪異と乙女と神隠し』ぬじま
『かげきしょうじょ!!』斉木久美子
『満州アヘンスクワッド』門馬司／鹿子
『竜女戦記』都留泰作",1
"マダミス「腐女子山荘殺人事件」GMやらせていただきました🙌
プレイヤーさんたちがあまりもリアルな興奮っぷりで爆笑しましたw 密談が最高に面白いのでこのシナリオのGMは本当に特等席ですね！笑いすぎて腹筋がやられましたが！
楽しんでいただけて良かった～！ありがとうございました！",1
この初球ストライクはでかい,0
【LINE】旦那を奪って私を母子家庭にした浮気女「ごめんね～ｗ貧乏生活楽しんでｗ」⇒勝ち誇るクズ女に“ある事実”を伝えてやった結果www【スカッ... https://t.co/PfJekT4XGl @YouTubeより,1
"というかSP振り直しでクラスカウンターに長時間居座るからあまり人の来ない所でやりたい…プレミアム専用ブロックなら人少なそう？
Vita対応してた頃は共用ブロックでちんたらやってた",0
【初見さん歓迎】なもなきはいしん【雑談】 #Mildom https://t.co/YsuKz44LVq,1
"「朝日を浴びれば、うつ病が治るよ！」などという妄想はいい加減にしろ
https://t.co/Y6ZvoP7E5z

確かに、太陽の光を浴びれば、セロトニンは増えます。

でも、うつ病患者には「起き上がる気力」など無いのです。

朝日を浴びろ、なんて無茶な要求であり、非現実的です。",1
"完全に昨日メンクリ行くの忘れてた。今、薬が足りなくなって気づいた。

でも気づかないくらい呑気に生きていて、体調も低空飛行でも安定しているのかなって思う。

#うつ病
#ASD
#hps
#毒親
#アダルトチルドレン",1
22日休みじゃないけど、職場近くにあるからオープンから行ってから働こう✨,0
"&lt;原画展示&gt;
#新谷かおる #石川サブロウ #岡崎つぐお #金井たつお #小谷憲一 #高橋よしひろ #なかいま強 #平松伸二 #星野之宣 #本庄敬 #村上もとか #竜崎遼児 #立野真琴 #のむらしんぼ
&lt;複製画展示&gt;
#大島やすいち #ちばてつや #文月今日子 #三浦みつる
※敬称略・順不同

ぽけまん公式：@pokeman_manga",1
長距離育成するときはマエストロ+食いしん坊でスタミナAかB+まで上げると対人戦勝ちやすくなるのか,1
"アイドルたちと開拓した島が完成しました！
島の名前は「食いしん坊の為のうずまき留年回避動物系状況開始島」です！
https://t.co/2Mq44SdKpj #SideM #エムマス #エイプリルフール2021 #理由あって無人島開拓 https://t.co/UNMhYCaAnZ",1
"さてさて、オリンピックはどうなるので
しょうかねぇ⁇

↓ＪＲ千駄ヶ谷駅の工事風景貯金
@kabo4 #note https://t.co/8Ir7nhDNOE",1
"こんなん見つけたらめっちゃ怖いやん
((((；ﾟДﾟ)))))))

バスルームの鏡の裏に謎の穴を発見。謎の部屋とつながっていた！ホラー映画のような展開がTikTokで話題に｜FINDERS https://t.co/z1KUAQaqXY",0
やっぱり、人の信頼って何よりも大事やと思う、どんな理由があっても、その信頼切る事はどういうことか考え直さないとな,0
"私は文句言うよ笑

オルンガじゃないやろって。",0
"禁煙続行中だけど
ほんのたまにくる
吸いたいって言う気持ち
無くならんのかな",0
"これ。

辛かったら休むのもバックレるのも大事。

辛さに気付けない場合もあるので、その辺は身体を一番に。

なんで？とか問い詰められた場合は、ソイツはクソ上司です。",0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● ももちー！げんきですかーーー！…
● いっそころしてください…
● GAMERSなくなっちゃったの…
● ももちあすきー！…
#質問箱 #匿名質問募集中

https://t.co/9PUU7fJoLy",1
クレヨンしんちゃんのゲーム買お #NintendoDirectJP,1
"５弾９７で無課金突入www
ドリセレ来るのどうしょうかな〜😁 https://t.co/SQ3EHWARCY",1
"昨日のバースデーイベントでふなちゃんの幼馴染 #ペアンヌちゃん
に初めて会えました
最近覚えた日本語
スットコドッコイ(≧∇≦)
面白かったので動画でご挨拶 
おそうございます
今日と土曜の休みが入れ替わり
ちょっと残念だけど
昨日楽しんできてねと1時間早くあがられせくれた事に感謝
楽しかった https://t.co/snnlGdotjv",1
私が両隣と2つずつ席を開けたがために、みんな座れない状況を生んでしまった。あ、隣誰か来た。こんちゃっす,0
"あーーーーー

国産ジェット旅客機開発、凍結へ　三菱重工業のスペースジェット | 2020/10/22 - 共同通信 https://t.co/Ivzq2Z7ofk",0
"今日は日中の気温が氷点下じゃない。
なんか嬉しい♪",0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 大学一緒かもしれません…！…
● おいもちゃんの妖夢コス静かに楽…
● 一人暮らしで飼う猫は、どんな猫…
● ウマ娘にはまったふりしてコスプ…
#質問箱 #匿名質問募集中

https://t.co/UsqowJW4ZA",0
"Model:服部まゆ(@hattori_mosaic )

～ ノスタルジック ～

#服部まゆ #はっとりちゃん #あけおめ撮影会 https://t.co/KB7Ed3QJTO",0
けつをなめる写真です https://t.co/9H5mQZjDSY,1
"多分原因は昼飯抜いたのと
睡眠不足だな…😭
最近結局夜遅くなってたしな…

気持ちブルーだけど
今日は友達の家で飲みだから
切り替えて楽しんできます😂
明日の早起きも免除😂

100日もやってたら
こういう日もあるよね😤

気持ち切り替えて
筋トレとランニングしてくる！

今日も楽しみましょ！😆💪",1
"ロックハート城にきたよ〜♪

#そーちゃんといっしょ💜 https://t.co/pm7JMXCG0j",0
"つかの間の休息✨

とは言っても公園のベンチで日向ぼっこw
こんな時、9歳長女が3歳次男の面倒見てくれるのが死ぬほど助かる😭
やっぱり女の子は違うんですなぁ🤔
感心します😄

さて長男は、、、
…やっぱり1人でアホみたいに全力疾走しとる😓
まぁ、元気でよろしい🤘 https://t.co/DYLMqGqUNN",0
"しごおわ
おつかれさまでした(^^)
疲れすぎてるのか？今日はあまりお腹すいてませんがやはり20時閉店はメンタルが切なく、さびしいです😞💦さて帰宅目指します",1
"今回どうしよぉ💦
オンラインだからな…買うんだけども今後のためにお金を貯めておいた方が良い予感もする笑
みんなどうなのかな…(；ω；)",0
心が揺さぶられるということは、それを引き起こす原因となる、何かの問題が心のなかにあるからこそ、人はうつ病になり始めます。,1
そして消えちゃったのね、、素敵なMMDありがとうございました、、,0
"天使にラブソングを
ジュマンジ
クレヨンしんちゃんのヘンダーランドのやつ
 #何度も見たい映画3選

見たいっていうか小さいときから繰り返し見てた。ビデオまだどっかにあるかしら。",1
"今日も朝拝島行ったけど、
朝から奥多摩行き走ってるんだ。 https://t.co/1mODtJInp1",0
"爽やかすぎる『ハルノヒ』カバー🎤
あいみょんさんの描いた優しい歌詞が沁みますねー🌸

新年度、がんばりましょー💪

#ハルノヒ
#あいみょん
#クレヨンしんちゃん
#歌ってみた
#新年度

https://t.co/17iQK11f69 https://t.co/6tkNDlq2iG",1
*Tokyo Tourism Information*　jp 紙が更新されました ! https://t.co/9RtVVlEEhs おかげで @tsukushi1877 @RetroKissaTokyo @ikegaminirenoki #save蓮月,0
"見覚えのあるぬいぐるみ
#キラメイジャー 
#nitiasa",0
ストレイのカッコよさは俺の中の中学二年生に刺さり過ぎてだめ。惚れる。 #シャニ2nd_day1,0
吹き降り激しく早々に帰宅,0
Scarlet (Prod. r0y) - 式部めぐり https://t.co/M2K8kDZZ8u @YouTubeより,0
山芋するのがめんどくさかったしん！ https://t.co/DjUg7ml3Wv,1
"いよいよ今日が来てしまった‼️
ツアー初日参戦してきます‼️
今日から12月6日の武道館まで無事に公演出来ますように🙏🏻
緊張のあまり夜中に何度も目が覚めて眠れなかった😂
TL見てると優しいお言葉だらけのKing Gnuファンの方々🥺楽しんでくるね😇",1
"あ B037AB27 :参戦ID
参加者募集！
Lv200 ワムデュス
https://t.co/kLMB4CfGQo",0
楽しんでまふ https://t.co/cPRyQxV23w,1
あざまるー,0
ふわっちから配信しているよ！ 「ちょっとだけ頑張る」 https://t.co/yFVQQ5WlbR #ふわっち,0
かいしんのいちげき,1
本日13時〆切！＼ #もっとホットなクリスマス ／　お昼は #のり弁当 (ここに食べたい気持ちを書いてね)　↵ @hottomotto_com をフォロー＆指定ハッシュタグ投稿で豪華景品が当たる✨ #クリスマスボックス 実施中!!,0
"本日、vegpherの「minutus」が発売になりました！

HACOさん、Pianaさん、Jessicaさんといった女性アーティストが本作に参加している中、moskitooも3曲でコラボレーションしています。
すみずみまで磨き上げられた一瞬一瞬の音、ぜひ高音質で楽しんでほしい作品です。 https://t.co/IhNR89H0Xj",1
"今朝、NHKの『 #おはよう日本 』にて、長時間労働等で会社に行けなくなり、うつ病となった青年を立ち直らせたゲームとして、『 #斑鳩  #IKARUGA 』が取り上げられました。他の報道番組とは視点が違う、一風変わったリポートでした。
https://t.co/fytw24RVYF https://t.co/SOAhlBX2w9",1
"寒い日はあつあつのクリームリゾットで体も心もほかほか☆

ローズマリーが香る豆乳ベースの南瓜のクリームに味噌を加えるのがポイント！

味に深みやコクが出ますよ☆

https://t.co/pOMN8Yq3Avかぼちゃの味噌クリームリゾット/

#ハッピーナチュラル　＃かぼちゃ　＃リゾット https://t.co/cHCFl9ax6v",0
"暑さを凌ぐタメに廊下の板の間に寝転がる大吉 https://t.co/4FTRE7K4Z9 
@YouTubeより

#キジトラ #猫のいる幸せ #保護猫
#ねこのいる生活 #猫のいる暮らし
#帝国大喜利団",0
朝活(^_^;) https://t.co/aKmsXAsZV5,0
かなしみ……々 https://t.co/DPJZz0Qo8I,1
"情けない声を出して発射😳

RTありがとうございます！！

作品名はFANZA動画さんの『美人家庭教師カレン先生の接●レクチャー個人レッスン 楓カレン』※一部伏字

楽しんでくださいね😊

エ〇いと思ったらRTもよろしく～🙇 https://t.co/NSmABO9mjo",1
